timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610552555316,739,HTTP Request,200,OK,Load_Test 2-79,text,true,,3456,248,29,29,https://blazedemo.com/index.php,248,0,50
1610552555316,248,HTTP Request-0,302,Found,Load_Test 2-79,text,true,,228,124,29,29,http://blazedemo.com/index.php,248,0,50
1610552555565,490,HTTP Request-1,200,OK,Load_Test 2-79,text,true,,3228,124,29,29,https://blazedemo.com/index.php,488,0,173
1610552555236,881,HTTP Request,200,OK,Load_Test 2-87,text,true,,3456,248,30,30,https://blazedemo.com/index.php,230,0,44
1610552555236,230,HTTP Request-0,302,Found,Load_Test 2-87,text,true,,228,124,30,30,http://blazedemo.com/index.php,230,0,44
1610552555466,651,HTTP Request-1,200,OK,Load_Test 2-87,text,true,,3228,124,30,30,https://blazedemo.com/index.php,649,0,175
1610552555536,766,HTTP Request,200,OK,Load_Test 2-93,text,true,,3456,248,31,31,https://blazedemo.com/index.php,266,0,77
1610552555536,266,HTTP Request-0,302,Found,Load_Test 2-93,text,true,,228,124,31,31,http://blazedemo.com/index.php,266,0,77
1610552555802,500,HTTP Request-1,200,OK,Load_Test 2-93,text,true,,3228,124,31,31,https://blazedemo.com/index.php,499,0,172
1610552555515,810,HTTP Request,200,OK,Load_Test 2-77,text,true,,3456,248,32,32,https://blazedemo.com/index.php,268,0,70
1610552555515,268,HTTP Request-0,302,Found,Load_Test 2-77,text,true,,228,124,32,32,http://blazedemo.com/index.php,268,0,70
1610552555784,541,HTTP Request-1,200,OK,Load_Test 2-77,text,true,,3228,124,32,32,https://blazedemo.com/index.php,540,0,189
1610552555616,746,HTTP Request,200,OK,Load_Test 2-76,text,true,,3456,248,32,32,https://blazedemo.com/index.php,239,0,72
1610552555616,239,HTTP Request-0,302,Found,Load_Test 2-76,text,true,,228,124,32,32,http://blazedemo.com/index.php,239,0,72
1610552555857,505,HTTP Request-1,200,OK,Load_Test 2-76,text,true,,3228,124,32,32,https://blazedemo.com/index.php,504,0,200
1610552555637,765,HTTP Request,200,OK,Load_Test 2-98,text,true,,3456,248,32,32,https://blazedemo.com/index.php,276,0,72
1610552555637,276,HTTP Request-0,302,Found,Load_Test 2-98,text,true,,228,124,32,32,http://blazedemo.com/index.php,276,0,72
1610552555913,489,HTTP Request-1,200,OK,Load_Test 2-98,text,true,,3228,124,32,32,https://blazedemo.com/index.php,488,0,176
1610552555694,792,HTTP Request,200,OK,Load_Test 2-99,text,true,,3456,248,33,33,https://blazedemo.com/index.php,248,0,67
1610552555694,248,HTTP Request-0,302,Found,Load_Test 2-99,text,true,,228,124,33,33,http://blazedemo.com/index.php,248,0,67
1610552555943,543,HTTP Request-1,200,OK,Load_Test 2-99,text,true,,3228,124,33,33,https://blazedemo.com/index.php,543,0,178
1610552555738,798,HTTP Request,200,OK,Load_Test 2-97,text,true,,3456,248,34,34,https://blazedemo.com/index.php,249,0,56
1610552555738,249,HTTP Request-0,302,Found,Load_Test 2-97,text,true,,228,124,34,34,http://blazedemo.com/index.php,249,0,56
1610552555988,548,HTTP Request-1,200,OK,Load_Test 2-97,text,true,,3228,124,34,34,https://blazedemo.com/index.php,548,0,183
1610552555717,836,HTTP Request,200,OK,Load_Test 2-75,text,true,,3456,248,34,34,https://blazedemo.com/index.php,279,0,76
1610552555717,279,HTTP Request-0,302,Found,Load_Test 2-75,text,true,,228,124,34,34,http://blazedemo.com/index.php,279,0,76
1610552555997,556,HTTP Request-1,200,OK,Load_Test 2-75,text,true,,3228,124,34,34,https://blazedemo.com/index.php,556,0,165
1610552555726,827,HTTP Request,200,OK,Load_Test 2-96,text,true,,3456,248,34,34,https://blazedemo.com/index.php,261,0,68
1610552555726,261,HTTP Request-0,302,Found,Load_Test 2-96,text,true,,228,124,34,34,http://blazedemo.com/index.php,261,0,68
1610552555988,565,HTTP Request-1,200,OK,Load_Test 2-96,text,true,,3228,124,34,34,https://blazedemo.com/index.php,565,0,174
1610552555587,1007,HTTP Request,200,OK,Load_Test 2-92,text,true,,3456,248,34,34,https://blazedemo.com/index.php,271,0,80
1610552555587,271,HTTP Request-0,302,Found,Load_Test 2-92,text,true,,228,124,34,34,http://blazedemo.com/index.php,271,0,80
1610552555859,735,HTTP Request-1,200,OK,Load_Test 2-92,text,true,,3228,124,34,34,https://blazedemo.com/index.php,733,0,188
1610552555895,756,HTTP Request,200,OK,Load_Test 2-82,text,true,,3456,248,35,35,https://blazedemo.com/index.php,294,0,92
1610552555895,294,HTTP Request-0,302,Found,Load_Test 2-82,text,true,,228,124,35,35,http://blazedemo.com/index.php,294,0,92
1610552556190,461,HTTP Request-1,200,OK,Load_Test 2-82,text,true,,3228,124,35,35,https://blazedemo.com/index.php,460,0,175
1610552555971,751,HTTP Request,200,OK,Load_Test 2-80,text,true,,3456,248,36,36,https://blazedemo.com/index.php,276,0,82
1610552555971,276,HTTP Request-0,302,Found,Load_Test 2-80,text,true,,228,124,36,36,http://blazedemo.com/index.php,276,0,82
1610552556248,474,HTTP Request-1,200,OK,Load_Test 2-80,text,true,,3228,124,36,36,https://blazedemo.com/index.php,464,0,171
1610552555877,861,HTTP Request,200,OK,Load_Test 2-83,text,true,,3456,248,36,36,https://blazedemo.com/index.php,269,0,77
1610552555877,269,HTTP Request-0,302,Found,Load_Test 2-83,text,true,,228,124,36,36,http://blazedemo.com/index.php,269,0,77
1610552556146,592,HTTP Request-1,200,OK,Load_Test 2-83,text,true,,3228,124,36,36,https://blazedemo.com/index.php,591,0,175
1610552555830,985,HTTP Request,200,OK,Load_Test 2-90,text,true,,3456,248,37,37,https://blazedemo.com/index.php,265,0,63
1610552555830,265,HTTP Request-0,302,Found,Load_Test 2-90,text,true,,228,124,37,37,http://blazedemo.com/index.php,265,0,63
1610552556095,720,HTTP Request-1,200,OK,Load_Test 2-90,text,true,,3228,124,37,37,https://blazedemo.com/index.php,719,0,203
1610552556116,765,HTTP Request,200,OK,Load_Test 2-71,text,true,,3456,248,37,37,https://blazedemo.com/index.php,253,0,67
1610552556116,253,HTTP Request-0,302,Found,Load_Test 2-71,text,true,,228,124,37,37,http://blazedemo.com/index.php,253,0,67
1610552556370,511,HTTP Request-1,200,OK,Load_Test 2-71,text,true,,3228,124,37,37,https://blazedemo.com/index.php,511,0,163
1610552556054,860,HTTP Request,200,OK,Load_Test 2-88,text,true,,3456,248,37,37,https://blazedemo.com/index.php,287,0,83
1610552556054,287,HTTP Request-0,302,Found,Load_Test 2-88,text,true,,228,124,37,37,http://blazedemo.com/index.php,287,0,83
1610552556341,573,HTTP Request-1,200,OK,Load_Test 2-88,text,true,,3228,124,37,37,https://blazedemo.com/index.php,573,0,176
1610552556056,876,HTTP Request,200,OK,Load_Test 2-79,text,true,,3456,248,38,38,https://blazedemo.com/index.php,285,0,79
1610552556056,285,HTTP Request-0,302,Found,Load_Test 2-79,text,true,,228,124,38,38,http://blazedemo.com/index.php,285,0,79
1610552556341,591,HTTP Request-1,200,OK,Load_Test 2-79,text,true,,3228,124,38,38,https://blazedemo.com/index.php,587,0,176
1610552555972,994,HTTP Request,200,OK,Load_Test 2-95,text,true,,3456,248,38,38,https://blazedemo.com/index.php,279,0,81
1610552555972,279,HTTP Request-0,302,Found,Load_Test 2-95,text,true,,228,124,38,38,http://blazedemo.com/index.php,279,0,81
1610552556251,715,HTTP Request-1,200,OK,Load_Test 2-95,text,true,,3228,124,38,38,https://blazedemo.com/index.php,715,0,170
1610552556315,798,HTTP Request,200,OK,Load_Test 2-69,text,true,,3456,248,39,39,https://blazedemo.com/index.php,275,0,78
1610552556315,275,HTTP Request-0,302,Found,Load_Test 2-69,text,true,,228,124,39,39,http://blazedemo.com/index.php,275,0,78
1610552556592,521,HTTP Request-1,200,OK,Load_Test 2-69,text,true,,3228,124,39,39,https://blazedemo.com/index.php,519,0,191
1610552556326,812,HTTP Request,200,OK,Load_Test 2-77,text,true,,3456,248,40,40,https://blazedemo.com/index.php,278,0,71
1610552556326,278,HTTP Request-0,302,Found,Load_Test 2-77,text,true,,228,124,40,40,http://blazedemo.com/index.php,278,0,71
1610552556604,534,HTTP Request-1,200,OK,Load_Test 2-77,text,true,,3228,124,40,40,https://blazedemo.com/index.php,534,0,177
1610552556403,829,HTTP Request,200,OK,Load_Test 2-98,text,true,,3456,248,41,41,https://blazedemo.com/index.php,267,0,69
1610552556403,267,HTTP Request-0,302,Found,Load_Test 2-98,text,true,,228,124,41,41,http://blazedemo.com/index.php,267,0,69
1610552556671,561,HTTP Request-1,200,OK,Load_Test 2-98,text,true,,3228,124,41,41,https://blazedemo.com/index.php,560,0,203
1610552556487,750,HTTP Request,200,OK,Load_Test 2-99,text,true,,3456,248,41,41,https://blazedemo.com/index.php,264,0,66
1610552556487,264,HTTP Request-0,302,Found,Load_Test 2-99,text,true,,228,124,41,41,http://blazedemo.com/index.php,264,0,66
1610552556752,485,HTTP Request-1,200,OK,Load_Test 2-99,text,true,,3228,124,41,41,https://blazedemo.com/index.php,485,0,186
1610552556415,902,HTTP Request,200,OK,Load_Test 2-68,text,true,,3456,248,42,42,https://blazedemo.com/index.php,265,0,71
1610552556415,265,HTTP Request-0,302,Found,Load_Test 2-68,text,true,,228,124,42,42,http://blazedemo.com/index.php,265,0,71
1610552556681,636,HTTP Request-1,200,OK,Load_Test 2-68,text,true,,3228,124,42,42,https://blazedemo.com/index.php,632,0,204
